lambda,Test Accuracy,Sparsity %,Active Parameters,Total Parameters,Compression Ratio,Final Loss,Inference Time (ms) - Pruned,Inference Time (ms) - Dense,Memory Usage (MiB) - Pruned,Memory Usage (MiB) - Dense
0.0001,57.63,81.47112982063534,4513807,7612682,1.686532454754933,5.086150402832032,0.5991510409116745,0.4960406413674355,29.05377197265625,14.54400634765625
0.001,56.730000000000004,99.89775604892986,3812923,7612682,1.996547530595294,4.960732884979248,0.5726243180036544,0.458994559943676,29.05377197265625,14.54400634765625
0.01,49.38,99.9937691395208,3809271,7612682,1.9984616479111095,5.5142821548461916,0.5811587190628051,0.4574211210012436,29.05377197265625,14.54400634765625
1.0,10.5,100.0,3809034,7612682,1.998585993194075,43.63532686767578,0.5956560015678406,0.45808512061834333,29.05377197265625,14.54400634765625
10.0,10.0,100.0,3809034,7612682,1.998585993194075,77.87584259033203,0.5787308794260025,0.4680623996257782,29.05377197265625,14.54400634765625
